basin_cdec,cfs_cdec,cfs_usgs,county_cdec,data_collect_cdec,gage_oper_cdec,gelev_ft_cdec,group_cdec,hist_pkflow_usgs,id_cdec,id_nws,id_usgs,lat_cdec,lat_usgs,lon_cdec,lon_usgs,most_recent_cdec,most_recent_usgs,name_cdec,name_usgs,nearby_cty_cdec,nwsfloodstg_ft_usgs,stage_ft_usgs,state_usgs
Shasta R,209,208,Siskiyou,NA,USGS,2000,North Coast,21500,SRY,YREC1,11517500,41.82291794,41.8229179,-122.5955811,-122.5955813,2019-05-31T08:00:00Z,2019-05-31T07:00:00Z,Shasta River Near Yreka,Shasta R Nr Yreka Ca,Yreka,NA,3.55,ca
Salmon R,2739,2740,Siskiyou,NA,USGS,483,North Coast,133000,SMS,SBRC1,11522500,41.37651443,41.3765154,-123.477005,-123.4770026,2019-05-31T07:30:00Z,2019-05-31T07:30:00Z,Salmon River At Somes Bar,Salmon R A Somes Bar Ca,Orleans,NA,4.66,ca
Trinity R,82,81.6,Trinity,NA,USGS,1680,North Coast,1150,GVC,GVCC1,11525630,40.68653488,40.68653456,-122.8611374,-122.8611348,2019-05-31T07:30:00Z,2019-05-31T07:30:00Z,Grass Valley Ck Nr Lewiston,Grass Valley C Nr Lewiston Ca,Lewiston,NA,4.31,ca
Trinity R,81,67,Trinity,NA,USGS,1670,North Coast,1860,ICD,ICDC1,11525670,40.6519,40.65181225,-122.9133,-122.9144689,2019-05-31T07:30:00Z,2019-05-31T07:30:00Z,Indian Ck Nr Douglas City,Indian C Nr Douglas City Ca,Douglas City,NA,1.74,ca
Trinity R,2436,NA,Trinity,NA,USGS & USBR,1830,North Coast,NA,LWS,NA,NA,40.71931076,NA,-122.8036346,NA,2019-05-31T08:15:00Z,NA,Lewiston (water Quality),NA,Lewiston,NA,NA,NA
Trinity R,551,556,Trinity,NA,USGS & USBR,1345,North Coast,35800,NTR,THAC1,11526500,40.782,40.7818089,-123.127,-123.1283653,2019-05-31T08:00:00Z,2019-05-31T07:00:00Z,Nf Trinity River At Helena,Nf Trinity R A Helena Ca,Helena,NA,5.25,ca
Trinity R,72,73.7,Trinity,NA,USGS & USBR,1700,North Coast,1940,RCL,RCLC1,11525530,40.725,40.7245899,-122.834,-122.8347458,2019-05-31T08:00:00Z,2019-05-31T07:00:00Z,Rush Creek Near Lewiston,Rush C Nr Lewiston Ca,Lewiston,NA,2.13,ca
Trinity R,897,900,Humboldt,NA,USGS,12,North Coast,88000,TBH,HYMC1,11528700,40.6498642,40.6498627,-123.4942017,-123.4942046,2019-05-31T07:30:00Z,2019-05-31T07:30:00Z,South Fork Trinity River Below Hyampom,Sf Trinity R Bl Hyampom Ca,Hyampom,NA,4.2,ca
Trinity R,1294,1300,Trinity,NA,USGS,2537,North Coast,26500,TRC,TCCC1,11523200,41.11125565,41.1112571,-122.7055817,-122.7055788,2019-05-31T07:30:00Z,2019-05-31T07:30:00Z,Trinity R Abv Coffee Cr Nr Trinity Ctr,Trinity R Ab Coffee C Nr Trinity Center Ca,Trinity Center,NA,5.86,ca
Trinity R,3257,NA,Trinity,NA,USGS & USBR,1410,North Coast,NA,NFH,NA,NA,40.7665329,NA,-123.1144791,NA,2019-05-31T07:45:00Z,NA,Trinity R Abv Nf Trinity Nr Helena,NA,Helena,NA,NA,NA
Trinity R,2760,2760,Trinity,NA,USGS,1445,North Coast,16700,TJC,TRJC1,11526250,40.72847748,40.7284768,-123.0619736,-123.0619736,2019-05-31T07:45:00Z,2019-05-31T07:45:00Z,Trinity R At Junction City,Trinity R A Junction City Ca,Junction City,NA,5.06,ca
Trinity R,2847,2820,Trinity,NA,USGS & USBR,1600,North Coast,13400,DGC,DCYC1,11525854,40.64527893,40.64527778,-122.956665,-122.9566667,2019-05-31T08:00:00Z,2019-05-31T07:00:00Z,Trinity River At Douglas City,Trinity R A Douglas City Ca,Douglas City,NA,8.9,ca
Trinity R,5901,5800,Humboldt,NA,USGS & DWR,330,North Coast,231000,HPA,HOOC1,11530000,41.04985046,41.049852,-123.6736679,-123.673668,2019-05-31T08:00:00Z,2019-05-31T07:00:00Z,Trinity River At Hoopa,Trinity R A Hoopa Ca,Hoopa,48,16,ca
Trinity R,2476,2470,Trinity,NA,USGS & USBR,1650,North Coast,12800,TLK,TLKC1,11525655,40.673,40.6726453,-122.919,-122.9205805,2019-05-31T07:30:00Z,2019-05-31T07:30:00Z,Trinity River Below Limekiln Gulch,Trinity R Bl Limekiln Gulch Nr Douglas City Ca,Douglas City,NA,6.98,ca
Trinity R,4071,4070,Trinity,NA,USGS,944,North Coast,172000,TBR,BURC1,11527000,40.78874969,40.7887498,-123.4400406,-123.4400401,2019-05-31T07:45:00Z,2019-05-31T07:45:00Z,Trinity River Near Burnt Ranch,Trinity R Nr Burnt Ranch Ca,Burnt Ranch,NA,7.98,ca
Redwood Cr,157,NA,Humboldt,NA,USGS & DWR,850,North Coast,NA,OKN,NA,NA,40.9059639,NA,-123.8153381,NA,2019-05-31T07:45:00Z,NA,O'kane (blue Lake),NA,Arcata,NA,NA,NA
Redwood Cr,591,601,Humboldt,NA,USGS & DWR,36,North Coast,50500,ORK,ORIC1,11482500,41.2992897,41.2992896,-124.0511856,-124.0511825,2019-05-31T08:15:00Z,2019-05-31T07:15:00Z,Redwood Creek At Orick,Redwood C A Orick Ca,Orick,32,11.87,ca
Mad R,101,103,Trinity,NA,USGS,2700,North Coast,15000,MRF,MAUC1,11480390,40.2843132,40.28431329,-123.3353043,-123.3353034,2019-05-31T08:00:00Z,2019-05-31T07:00:00Z,Mad R Abv Ruth Reservoir Nr Forest Glen,Mad R Ab Ruth Res Nr Forest Glen Ca,Forest Glen,NA,4.23,ca
Mad R,803,803,Humboldt,NA,USGS & DWR,33,North Coast,81000,ARC,ARCC1,11481000,40.90985107,40.9098497,-124.0606155,-124.0606183,2019-05-31T07:45:00Z,2019-05-31T07:45:00Z,Mad River Near Arcata,Mad R Nr Arcata Ca,Arcata,22,7.48,ca
Eel R,3591,3660,Humboldt,NA,USGS & DWR,320,North Coast,561000,FSW,FTSC1,11475000,40.21820068,40.2182,-123.6325302,-123.63253,2019-05-31T08:15:00Z,2019-05-31T07:15:00Z,Eel River At Fort Seward,Eel R A Fort Seward Ca,Fort Seward,70,11.7,ca
Eel R,6092,6090,Humboldt,NA,USGS & DWR,160,North Coast,752000,SCO,SCOC1,11477000,40.49152374,40.49152384,-124.0997696,-124.0997699,2019-05-31T08:15:00Z,2019-05-31T07:15:00Z,Eel River At Scotia,Eel R A Scotia Ca,Scotia,51,12.97,ca
Eel R,830,NA,Mendocino,NA,PG&E,1400,North Coast,NA,EVA,VADC1,NA,39.3886,NA,-123.115,NA,2019-05-31T07:00:00Z,NA,Eel River Below Van Arsdale Dam 24hr Avg,NA,Potter Valley,NA,NA,NA
Eel R,950,950,Humboldt,NA,USGS & DWR,218,North Coast,199000,MRD,MRNC1,11476500,40.18180847,40.18181004,-123.7761459,-123.7761426,2019-05-31T07:30:00Z,2019-05-31T07:30:00Z,Eel River Sf Nr Miranda (at Sylvandale),Sf Eel R Nr Miranda Ca,Miranda,33,8.2,ca
Eel R,33,32.7,Humboldt,NA,USGS,18,North Coast,9830,LRT,TRDC1,11481200,41.00984955,41.0098479,-124.081459,-124.0814555,2019-05-31T07:30:00Z,2019-05-31T07:30:00Z,Little River Near Trinidad,Little R Nr Trinidad Ca,Trinidad,NA,1.95,ca
Eel R,1877,1900,Mendocino,NA,USGS,900,North Coast,135000,DOS,DOSC1,11473900,39.70626831,39.70626687,-123.3252945,-123.3252913,2019-05-31T08:00:00Z,2019-05-31T07:00:00Z,Middle Fork Eel River Near Dos Rios,Mf Eel R Nr Dos Rios Ca,Laytonville,NA,7.86,ca
Eel R,576,576,Mendocino,NA,USGS & DWR,747,North Coast,78700,LEG,LEGC1,11475800,39.87459564,39.8745957,-123.7205811,-123.7205775,2019-05-31T07:30:00Z,2019-05-31T07:30:00Z,South Fork Eel River At Leggett,Sf Eel R A Leggett Ca,Garberville,NA,7.83,ca
Van Duzen R,367,362,Humboldt,NA,USGS & DWR,358,North Coast,48700,BRI,BRGC1,11478500,40.48041534,40.48041636,-123.8908768,-123.890876,2019-05-31T08:15:00Z,2019-05-31T07:15:00Z,Van Duzen R Nr Bridgeville At Grizzly Cr,Van Duzen R Nr Bridgeville Ca,Scotia,17,1.38,ca
Mattole R,189,191,Humboldt,NA,USGS,626,North Coast,15400,MRE,ETTC1,11468900,40.13930893,40.139309,-123.9914246,-123.991423,2019-05-31T08:00:00Z,2019-05-31T07:00:00Z,Mattole River Near Ettersburg,Mattole R Nr Ettersburg Ca,Ettersburg,NA,10.36,ca
Mattole R,501,501,Humboldt,NA,USGS,40,North Coast,90400,PTA,MTOC1,11469000,40.31319046,40.31319125,-124.2833786,-124.283381,2019-05-31T07:30:00Z,2019-05-31T07:30:00Z,Mattole River Near Petrolia,Mattole R Nr Petrolia Ca,Rio Dell,NA,13.19,ca
Russian R,304,329,Sonoma,NA,USACE,156,North Coast,NA,DGY,DGYC1,11465240,38.6986,38.65324355,-122.9569,-122.9272191,2019-05-31T08:00:00Z,2019-05-31T07:00:00Z,Dry Ck Nr Geyserville,Dry C Blw Lambert Br Nr Geyserville Ca,Geyserville,NA,9,ca
Russian R,304,307,Sonoma,NA,USACE,156,North Coast,32400,DGY,DGYC1,11465200,38.6986,38.698521,-122.9569,-122.9580539,2019-05-31T08:00:00Z,2019-05-31T07:00:00Z,Dry Ck Nr Geyserville,Dry C Nr Geyserville Ca,Geyserville,15,2.35,ca
Russian R,295,295,Sonoma,NA,USGS,90,North Coast,9940,DRY,DRIC1,11465350,38.58740997,38.58741046,-122.8622131,-122.8622159,2019-05-31T07:30:00Z,2019-05-31T07:15:00Z,Dry Creek Near Healdsburg,Dry C Nr Mouth Nr Healdsburg Ca,Healdsburg,NA,6.04,ca
Russian R,88,87.2,Mendocino,Satellite,USACE,599,North Coast,22600,RRU,UKAC1,11461000,39.1956,39.1954471,-123.1939,-123.1950048,2019-05-31T08:00:00Z,2019-05-31T07:00:00Z,Russian R Nr Ukiah,Russian R Nr Ukiah Ca,Ukiah,NA,4.84,ca
Russian R,389,389,Mendocino,NA,DWR/Flood Management,107,North Coast,55200,CLV,CDLC1,11463000,38.87934875,38.8793475,-123.0536118,-123.0536124,2019-05-31T08:00:00Z,2019-05-31T07:00:00Z,Russian River At Cloverdale,Russian R Nr Cloverdale Ca,Cloverdale,NA,3.35,ca
Russian R,938,950,Sonoma,NA,USGS & DWR,20,North Coast,102000,HAC,RIOC1,11467000,38.50852203,38.50852336,-122.9277725,-122.9277737,2019-05-31T08:15:00Z,2019-05-31T07:15:00Z,Russian River Near Hacienda Bridge,Russian R A Hacienda Bridge Nr Guerneville Ca,Hacienda,NA,5.48,ca
Russian R,557,557,Sonoma,NA,USGS & DWR,108,North Coast,73000,HEA,HEAC1,11464000,38.6132431,38.61324316,-122.83638,-122.8363818,2019-05-31T07:45:00Z,2019-05-31T07:45:00Z,Russian River Near Healdsburg,Russian R Nr Healdsburg Ca,Healdsburg,23,2.15,ca
Russian R,289,292,Mendocino,NA,USGS/USACE,498,North Coast,45000,HOP,HOPC1,11462500,39.02656174,39.02656314,-123.1305618,-123.1305588,2019-05-31T08:00:00Z,2019-05-31T07:00:00Z,Russian River Near Hopland,Russian R Nr Hopland Ca,Hopland,21,2.04,ca
Navarro River,314,314,Mendocino,NA,USGS,5,North Coast,64500,NRN,NVRC1,11468000,39.17045593,39.17045608,-123.6680679,-123.668069,2019-05-31T08:15:00Z,2019-05-31T07:15:00Z,Navarro River Near Navarro,Navarro R Nr Navarro Ca,Navarro,23,4.27,ca
Napa R,78,77.3,Napa,NA,USGS & DWR,25,San Francisco Bay,37100,NAP,APCC1,11458000,38.36824417,38.3682457,-122.3033066,-122.3033085,2019-05-31T08:15:00Z,2019-05-31T07:45:00Z,Napa River Near Napa,Napa R Nr Napa Ca,Napa,25,3.68,ca
Napa R,36,36.1,Napa,NA,USGS,195,San Francisco Bay,18300,STH,SHEC1,11456000,38.51129913,38.51129745,-122.4558105,-122.455813,2019-05-31T08:15:00Z,2019-05-31T07:45:00Z,Napa River Near St Helena,Napa R Nr St Helena Ca,St Helena,18,1.31,ca
East Bay,8,7.85,Alameda,NA,USGS,510,San Francisco Bay,18200,AVL,LVKC1,11176500,37.62326431,37.62326509,-121.7588425,-121.7588418,2019-05-31T07:45:00Z,2019-05-31T07:45:00Z,Arroyo Valle Nr Livermore,Arroyo Valle Nr Livermore Ca,Livermore,NA,2.86,ca
East Bay,2,1.59,Contra Costa,Satellite,USGS,530,San Francisco Bay,1600,SRN,RACC1,11182500,37.77306,37.772983,-121.99361,-121.9946825,2019-05-31T07:45:00Z,2019-05-31T07:45:00Z,San Ramon Ck At San Ramon,San Ramon C A San Ramon Ca,San Ramon,NA,1.86,ca
Alameda Cr,64,63.7,Alameda,NA,USGS,86,San Francisco Bay,29000,ALN,NILC1,11179000,37.5871582,37.58715679,-121.9607925,-121.960793,2019-05-31T08:00:00Z,2019-05-31T07:00:00Z,Alameda Ck Nr Niles,Alameda C Nr Niles Ca,Niles,9,3.24,ca
Guadalupe R,44,44.3,Santa Clara,NA,USGS,72,San Francisco Bay,6340,GRJ,GSJC1,11169025,37.37382889,37.3738296,-121.9330139,-121.9330129,2019-05-31T08:15:00Z,2019-05-31T07:45:00Z,Guadalupe R Abv Hwy 101 At San Jose,Guadalupe R Abv Hwy 101 A San Jose Ca,San Jose,NA,5.17,ca
Guadalupe R,4,NA,Santa Clara,Satellite,Santa Clara Valley Water District,150,San Francisco Bay,NA,GUD,GUDC1,NA,37.280748,NA,-121.880233,NA,2019-05-31T08:15:00Z,NA,Guadalupe R-san Jose At Almaden Expressw,NA,San Jose,NA,NA,NA
San Benito R,2,1.87,San Benito,NA,USGS,260,Central Coast,34500,SBH,HOSC1,11158600,36.85189819,36.85189909,-121.4299393,-121.4299368,2019-05-31T07:30:00Z,2019-05-31T07:30:00Z,San Benito R At Hwy 156 Near Hollister,San Benito R A Hwy 156 Nr Hollister Ca,Hollister,NA,2.6,ca
Pajaro R,70,71.7,Santa Cruz,NA,USGS & DWR,82,Central Coast,25100,CHT,AROC1,11159000,36.90023041,36.9002307,-121.5977249,-121.5977215,2019-05-31T07:30:00Z,2019-05-31T07:30:00Z,Pajaro River At Chittenden,Pajaro R A Chittenden Ca,Chittenden,32,3.29,ca
Salinas R,106,106,Monterey,NA,USGS,399,Central Coast,28300,ASS,SOLC1,11152000,36.28052139,36.28052076,-121.3227081,-121.3227063,2019-05-31T08:00:00Z,2019-05-31T07:00:00Z,Arroyo Seco Nr Soledad,Arroyo Seco Nr Soledad Ca,Soledad,NA,0.67,ca
Salinas R,8,NA,San Luis Obispo,NA,USGS & DWR,672,Central Coast,32500,EST,ESRC1,11148500,35.717,35.71719096,-120.639,-120.6401683,2019-05-31T07:30:00Z,2019-05-31T07:30:00Z,Estrella River Near Estrella,Estrella R Nr Estrella Ca,Paso Robles,NA,1.65,ca
Salinas R,19,19.5,San Luis Obispo,NA,USGS & DWR,700,Central Coast,28400,PAS,PRBC1,11147500,35.628582,35.6285813,-120.6843338,-120.6843373,2019-05-31T07:30:00Z,2019-05-31T07:30:00Z,Salinas River At Paso Robles,Salinas R A Paso Robles Ca,Paso Robles,29,12.7,ca
Salinas R,400,400,Monterey,NA,USGS & DWR,443,Central Coast,120000,BRA,BRDC1,11150500,35.930244450000004,35.9302434,-120.8687897,-120.8687915,2019-05-31T07:30:00Z,2019-05-31T07:30:00Z,Salinas River Near Bradley,Salinas R Nr Bradley Ca,Bradley,14,4.5,ca
Salinas R,82,81.7,Monterey,NA,USGS & DWR,53,Central Coast,95000,SPR,SPRC1,11152500,36.63106918,36.631071,-121.6724472,-121.672446,2019-05-31T08:00:00Z,2019-05-31T07:00:00Z,Salinas River Near Spreckels,Salinas R Nr Spreckels Ca,Salinas,23,3.81,ca
Sisquoc R,2624,0,Santa Barbara,Satellite,USGS,354,Central Coast,33600,GRY,GARC1,11140000,34.83970261,34.89386807,-120.1682053,-120.3065463,2019-05-31T08:15:00Z,2019-05-31T07:45:00Z,Sisquoc River At Garey,Sisquoc R Nr Garey,Garey,16,6.02,ca
Santa Clara R,3,NA,Los Angeles,NA,DWR/O&M Southern Field Division,1651,South Coast,NA,CSK,CYHC1,NA,34.6061,NA,-118.6656,NA,2019-05-31T07:30:00Z,NA,Castaic Canyon Ck Z3-2388,NA,Castaic,NA,NA,NA
Santa Clara R,19,NA,Los Angeles,NA,DWR/O&M Southern Field Division,1680,South Coast,NA,ECC,ECCC1,NA,34.576,NA,-118.556,NA,2019-05-31T08:15:00Z,NA,Elizabeth Canyon Ck,NA,Castaic,NA,NA,NA
Santa Clara R,64,NA,Los Angeles,Satellite,DWR/O&M Southern Field Division,1647,South Coast,NA,FCK,FICC1,NA,34.60306,NA,-118.66083,NA,2019-05-31T07:45:00Z,NA,Fish Canyon Ck,NA,Castaic,NA,NA,NA
Santa Clara R,73,72.8,Ventura,Satellite,USGS,710,Central Coast,32000,ELF,SCPC1,11109000,34.403526,34.40360813,-118.739143,-118.739258,2019-05-31T08:15:00Z,2019-05-31T07:15:00Z,Santa Clara R At E La Falda Wy Nr Piru,Santa Clara R Nr Piru Ca,Piru,13.1,1.5,ca
Santa Clara R,93,93.2,Ventura,NA,USGS,565,South Coast,85300,SSP,SESC1,11113000,34.44166183,34.4416618,-118.9273224,-118.9273212,2019-05-31T08:15:00Z,2019-05-31T07:15:00Z,Sespe Creek Nr Fillmore,Sespe C Nr Fillmore,Fillmore,19.2,6.57,ca
Piru Cr,14,NA,Ventura,NA,DWR,2600,South Coast,NA,PIR,PBCC1,NA,34.665,NA,-118.823,NA,2019-05-31T08:00:00Z,NA,Piru Creek Blw Buck Cr Nr Pyramid Lake,NA,Fillmore,NA,NA,NA
San Diego R,11,11.3,San Diego,NA,San Diego County,30,South Coast,75000,FSN,FSNC1,11023000,32.76504898,32.76504998,-117.1686478,-117.1686449,2019-05-31T08:15:00Z,2019-05-31T07:15:00Z,San Diego River At Fashion Valley,San Diego R A Fashion Valley At San Diego Ca,San Diego,11.3,2.55,ca
Sacramento R,988,988,Tehama,NA,USGS & DWR,200,Sacramento River,24300,BAT,COTC1,11376550,40.39820862,40.39820996,-122.1463852,-122.1463869,2019-05-31T07:30:00Z,2019-05-31T07:30:00Z,Battle Creek,Battle C Bl Coleman Fish Hatchery Nr Cottonwood Ca,Red Bluff,NA,2.52,ca
Sacramento R,517,NA,Butte,NA,DWR/North Region,274,Sacramento River,NA,BIC,HKCC1,NA,39.76841736,NA,-121.7786026,NA,2019-05-31T08:00:00Z,NA,Big Chico Creek Near Chico,NA,Chico,NA,NA,NA
Sacramento R,1164,NA,Sutter,NA,DWR/North Region,13,Sacramento River,NA,BSL,BSLC1,NA,39.17147446,NA,-121.9016495,NA,2019-05-31T08:00:00Z,NA,Butte Slough Nr Meridian,NA,Meridian,NA,NA,NA
Sacramento R,270,270,Shasta,NA,USGS & USBR,673,Sacramento River,24500,IGO,RDGC1,11372000,40.51320648,40.51320587,-122.5241776,-122.5241795,2019-05-31T07:45:00Z,2019-05-31T07:45:00Z,Clear Creek Near Igo,Clear C Nr Igo Ca,Redding,NA,3.31,ca
Sacramento R,237,NA,Colusa,NA,DWR/North Region,60,Sacramento River,NA,CDR,CDNC1,NA,39.19551086,NA,-122.0605164,NA,2019-05-31T08:15:00Z,NA,Colusa Drain Nr Hwy 20,NA,Colusa,NA,NA,NA
Sacramento R,784,784,Shasta,NA,USGS & DWR,385,Sacramento River,48700,COW,CWCC1,11374000,40.50487518,40.50487467,-122.2330551,-122.2330577,2019-05-31T07:30:00Z,2019-05-31T07:30:00Z,Cow Creek Near Millville,Cow C Nr Millville Ca,Redding,17,5.19,ca
Sacramento R,617,NA,Tehama,NA,DWR/North Region,335,Sacramento River,NA,DVD,NA,NA,39.963615419999996,NA,-122.0343628,NA,2019-05-31T08:00:00Z,NA,Deer Creek Below Stanford Vina Dam,NA,Vina,NA,NA,NA
Sacramento R,645,641,Tehama,NA,USGS,479,Sacramento River,24000,DCV,DCVC1,11383500,40.01404572,40.01404745,-121.9483185,-121.9483181,2019-05-31T08:15:00Z,2019-05-31T07:15:00Z,Deer Creek Nr Vina,Deer C Nr Vina Ca,Vina,NA,2.64,ca
Sacramento R,-124,NA,Sacramento,NA,USGS,10,Sacramento River,NA,DLC,NA,NA,38.245,NA,-121.505,NA,2019-05-31T07:00:00Z,NA,Delta Cross Channel Btw Sac R & Snodgras,NA,Walnut Grove,NA,NA,NA
Sacramento R,86,86.5,Tehama,NA,USGS,718,Sacramento River,17700,ECP,EDCC1,11379500,40.02376556,40.02376507,-122.5119476,-122.5119462,2019-05-31T07:30:00Z,2019-05-31T07:30:00Z,Elder Creek Near Paskenta,Elder C Nr Paskenta Ca,Paskenta,NA,1.79,ca
Sacramento R,5680,NA,Sacramento,NA,USGS,10,Sacramento River,NA,GSS,GGSC1,NA,38.237,NA,-121.518,NA,2019-05-31T07:30:00Z,NA,Georgiana Slough At Sacramento River,NA,Walnut Grove,NA,NA,NA
Sacramento R,93,NA,Lake,NA,DWR/North Region,1345,Sacramento River,NA,KCK,KCKC1,NA,39.00839996,NA,-122.8392181,NA,2019-05-31T07:30:00Z,NA,Kelsey Ck Blw Kelseyville,NA,Kelseyville,NA,NA,NA
Sacramento R,8580,NA,Solano,NA,USGS,0,Sacramento River,NA,LIB,LBIC1,NA,38.2421,NA,-121.6849,NA,2019-05-31T07:45:00Z,NA,Liberty Island @ Approx Cntr S End,NA,Rio Vista,NA,NA,NA
Sacramento R,25,NA,Butte,NA,DWR/North Region,183,Sacramento River,NA,LCH,LIOC1,NA,39.74916077,NA,-121.8688965,NA,2019-05-31T07:30:00Z,NA,Lindo Channel Nr Chico,NA,Chico,NA,NA,NA
Sacramento R,82,NA,Lake,Satellite,DWR/North Region,1360,Sacramento River,NA,MCU,MUPC1,NA,39.18255234,NA,-122.9118423,NA,2019-05-31T07:30:00Z,NA,Middle Ck Nr Upper Lake,NA,Upper Lake,NA,NA,NA
Sacramento R,465,NA,Tehama,NA,DWR/North Region,230,Sacramento River,NA,MCH,MKWC1,NA,40.04005814,NA,-122.1046295,NA,2019-05-31T08:00:00Z,NA,Mill Creek Below Hwy 99,NA,Los Molinos,NA,NA,NA
Sacramento R,792,792,Tehama,NA,USGS,385,Sacramento River,36400,MLM,MLMC1,11381500,40.05460358,40.0546022,-122.0241547,-122.0241541,2019-05-31T07:45:00Z,2019-05-31T07:45:00Z,Mill Creek Nr Los Molinos,Mill C Nr Los Molinos Ca,Los Molinas,NA,3.99,ca
Sacramento R,5900,NA,Solano,NA,USGS,0,Sacramento River,NA,HWB,NA,NA,38.2917,NA,-121.6308,NA,2019-05-31T07:45:00Z,NA,Miner Slough At Hwy 84 Bridge,NA,Oxford,NA,NA,NA
Sacramento R,6898,NA,Solano,Data Xchg-dwr Ncro,DWR/North Central Region,5,Sacramento River,NA,MIR,NA,NA,38.236027,NA,-121.666055,NA,2019-05-31T08:15:00Z,NA,Miner Slough Near Sacramento River,NA,Rio Vista,NA,NA,NA
Sacramento R,57,NA,Sacramento,NA,USGS,20,Sacramento River,NA,MFR,FLNC1,NA,38.4985199,NA,-121.4527283,NA,2019-05-31T08:00:00Z,NA,Morrison Creek At Florin Road,NA,Florin,NA,NA,NA
Sacramento R,73,NA,Butte,NA,DWR/North Region,170,Sacramento River,NA,MUC,MDMC1,NA,39.78335571,NA,-121.8867188,NA,2019-05-31T07:30:00Z,NA,Mud Creek Near Chico,NA,Chico,NA,NA,NA
Sacramento R,6533,NA,Solano,NA,DWR/Division of Environmental Service,0,Sacramento River,NA,NSL,NA,NA,38.1221,NA,-121.8881,NA,2019-05-31T08:15:00Z,NA,National Steel,NA,Bird's Landing,NA,NA,NA
Sacramento R,449,NA,Tehama,Data Xchg-pge,PG&E,1200,Sacramento River,NA,BTW,NBWC1,NA,40.4204,NA,-121.96123299999999,NA,2019-05-31T06:00:00Z,NA,Nf Battle Ck Blw Div To Wildcat Canal,NA,Manton,NA,NA,NA
Sacramento R,439,NA,Tehama,NA,DWR/North Region,998,Sacramento River,NA,BNF,BNFC1,NA,40.42433167,NA,-121.9869461,NA,2019-05-31T08:00:00Z,NA,North Fork Battle Creek Near Manton,NA,Cottonwood,NA,NA,NA
Sacramento R,366,NA,Yolo,NA,DWR/North Central Region,0,Sacramento River,NA,RCS,NA,NA,38.79355621,NA,-121.7253494,NA,2019-05-31T08:15:00Z,NA,Ridge Cut Slough At Knights Landing,NA,Knights Landing,NA,NA,NA
Sacramento R,17800,NA,Yolo,NA,USGS,0,Sacramento River,NA,DWS,NA,NA,38.25611,NA,-121.66667,NA,2019-05-31T07:45:00Z,NA,Sacramento Deep Water Shipping Channel,NA,West Sacramento,NA,NA,NA
Sacramento R,NA,NA,Yolo,NA,DWR/North Central Region,40,Sacramento River,NA,FRE,FMWC1,NA,38.75925827,NA,-121.6672745,NA,2019-05-31T08:15:00Z,NA,Sacramento R @ Fremont Weir(crest 32.0'),NA,Woodland,NA,NA,NA
Sacramento R,21500,NA,Sacramento,NA,USGS,10,Sacramento River,NA,SDC,NA,NA,38.257,NA,-121.518,NA,2019-05-31T07:30:00Z,NA,Sacramento R Above Delta Cross Channel,NA,Walnut Grove,NA,NA,NA
Sacramento R,18173,NA,Glenn,NA,DWR/North Region,145,Sacramento River,NA,HMC,HAMC1,NA,39.75092316,NA,-121.997879,NA,2019-05-31T07:45:00Z,NA,Sacramento R At Hamilton City-main Ch,NA,Hamilton City,NA,NA,NA
Sacramento R,16044,NA,Glenn,NA,DWR/North Region,115,Sacramento River,NA,ORD,ORFC1,NA,39.62813187,NA,-121.9931793,NA,2019-05-31T07:45:00Z,NA,Sacramento R At Ord Ferry-main Channel,NA,Chico,NA,NA,NA
Sacramento R,21696,NA,Sacramento,Data Xchg-dwr Ncro,DWR/North Central Region,5,Sacramento River,NA,SOI,NA,NA,38.17548,NA,-121.656863,NA,2019-05-31T08:15:00Z,NA,Sacramento R Downstream Of Isleton,NA,Rio Vista,NA,NA,NA
Sacramento R,16358,16400,Tehama,NA,USGS & USBR,286,Sacramento River,291000,BND,BDBC1,11377100,40.28848648,40.28848836,-122.1866608,-122.1866645,2019-05-31T07:45:00Z,2019-05-31T07:45:00Z,Sacramento River At Bend Bridge,Sacramento R Ab Bend Bridge Nr Red Bluff Ca,Red Bluff,27,7.18,ca
Sacramento R,16257,NA,Glenn,NA,DWR/North Region,99,Sacramento River,NA,BTC,BTCC1,NA,39.45783997,NA,-121.9941635,NA,2019-05-31T07:30:00Z,NA,Sacramento River At Butte City,NA,Butte City,NA,NA,NA
Sacramento R,12905,12900,Colusa,NA,USGS & DWR,-3,Sacramento River,51800,COL,CLUC1,11389500,39.21405792,39.2140566,-122.0002518,-122.0002508,2019-05-31T07:45:00Z,2019-05-31T07:45:00Z,Sacramento River At Colusa,Sacramento R A Colusa Ca,Colusa,70,47.94,ca
Sacramento R,1936,NA,Shasta,NA,USGS & USBR,1075,Sacramento River,NA,DLT,NA,NA,40.93959427,NA,-122.4172363,NA,2019-05-31T07:30:00Z,NA,Sacramento River At Delta,NA,Delta,NA,NA,NA
Sacramento R,35368,35600,Sacramento,NA,USGS,0,Sacramento River,117000,FPT,FPOC1,11447650,38.45,38.45601954,-121.5,-121.5013437,2019-05-31T08:00:00Z,2019-05-31T07:30:00Z,Sacramento River At Freeport,Sacramento R A Freeport Ca,Freeport,NA,108.01,ca
