FID,STAID,STANAME,ST,HUC,CLASS,FLOW,STAGE,TIME,TIME_UTC,URL,DATUM,COUNT,PERCENTILE,FLOODSTAGE,POINT_X,POINT_Y
4111,04125460,"PINE RIVER AT HIGH SCHOOL BRIDGE NR HOXEYVILLE, MI",mi,04060103,8,679,5.39,2019-05-10 09:30:00,2019-05-10 14:30:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04125460,NAD83,51,98.08,0,-85.7697863,44.19334009
4112,04125550,"MANISTEE RIVER NEAR WELLSTON, MI",mi,04060103,0,2810,9.37,2019-05-10 09:30:00,2019-05-10 14:30:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04125550,NAD83,21,93.12,0,-85.94174209,44.25944997
4113,04126740,"PLATTE RIVER AT HONOR, MI",mi,04060104,0,157,1.44,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04126740,NAD83,28,82.94,0,-86.0348123,44.6680551
4114,04126970,"BOARDMAN R ABOVE BROWN BRIDGE ROAD NR MAYFIELD, MI",mi,04060105,0,253,4.23,2019-05-10 09:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04126970,NAD83,20,95.24,7,-85.436731,44.65667
4115,04127200,"BOARDMAN RIVER AT BEITNER RD NR TRAVERSE CITY, MI",mi,04060105,0,500,5.81,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04127200,NAD83,1,0,0,-85.6309068,44.67527949
4116,04127800,"JORDAN RIVER NEAR EAST JORDAN, MI",mi,04060105,7,294,3.63,2019-05-10 09:30:00,2019-05-10 14:30:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04127800,NAD83,51,96.76,0,-85.0981122,45.10250676
4117,04127885,"ST. MARYS RIVER AT SAULT STE. MARIE, ONTARIO",mi,04070001,0,68800,581.2,2019-05-10 09:54:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04127885,NAD83,0,0,0,-84.3152778,46.4983333
4118,04127917,"PINE RIVER NEAR RUDYARD, MI",mi,04070002,7,898,5.54,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04127917,NAD83,46,96.95,17,-84.6122222,46.19055556
4119,04127997,"STURGEON RIVER AT WOLVERINE, MI",mi,04070004,7,555,4.06,2019-05-10 09:30:00,2019-05-10 14:30:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04127997,NAD83,76,95.8,0,-84.6000315,45.27445746
4120,04128990,"PIGEON RIVER NEAR VANDERBILT, MI",mi,04070004,7,274,3.81,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04128990,NAD83,67,98.08,0,-84.4675226,45.156124
4121,04130000,"CHEBOYGAN RIVER NEAR CHEBOYGAN, MI",mi,04070004,0,0,593.57,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04130000,NAD83,40,0,0,-84.487535,45.57723358
4122,04133501,"THUNDER BAY RIVER AT HERRON ROAD NEAR BOLTON, MI",mi,04070006,6,855,13.26,2019-05-10 09:30:00,2019-05-10 14:30:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04133501,NAD83,51,84.72,0,-83.63554,45.1241787
4123,04135700,"SOUTH BRANCH AU SABLE RIVER NEAR LUZERNE, MI",mi,04070007,7,497,5.84,2019-05-10 09:30:00,2019-05-10 14:30:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04135700,NAD83,50,95.43,0,-84.455575,44.61473849
4124,04136000,"AU SABLE RIVER NEAR RED OAK, MI",mi,04070007,0,1190,3.8,2019-05-09 01:45:00,2019-05-09 06:45:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04136000,NAD83,28,80.51,7,-84.2925146,44.6769593
4125,04136500,"AU SABLE RIVER AT MIO, MI",mi,04070007,7,1980,4.28,2019-05-10 09:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04136500,NAD83,65,94.09,0,-84.1311167,44.66001385
4126,04136900,"AU SABLE RIVER NEAR MC KINLEY, MI",mi,04070007,0,2250,8.82,2019-05-10 09:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04136900,NAD83,21,95.45,0,-83.83776619,44.61279117
4127,04137005,"AU SABLE RIVER NEAR CURTISVILLE, MI",mi,04070007,0,2390,10.25,2019-05-10 09:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04137005,NAD83,21,95.45,0,-83.802764,44.56084749
4128,04137500,"AU SABLE RIVER NEAR AU SABLE, MI",mi,04070007,8,2880,11.34,2019-05-10 08:45:00,2019-05-10 13:45:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04137500,NAD83,30,96.77,0,-83.4338609,44.43640447
4129,04142000,"RIFLE RIVER NEAR STERLING, MI",mi,04080101,7,848,4.55,2019-05-10 09:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04142000,NAD83,81,91.68,6,-84.0199939,44.0725203
4130,04144032,"THREEMILE CREEK AT PRIOR ROAD NEAR DURAND, MI",mi,04080203,0,14,2.04,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04144032,NAD83,3,75,0,-83.9846833,42.88169789
4131,04144500,"SHIAWASSEE RIVER AT OWOSSO, MI",mi,04080203,6,1000,4.47,2019-05-10 09:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04144500,NAD83,87,89.91,7,-84.17997,43.01502685
4132,04146000,"FARMERS CREEK NEAR LAPEER, MI",mi,04080204,7,78.8,16.1,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04146000,NAD83,85,90.67,0,-83.33716779,43.0447494
4133,04146063,"SOUTH BRANCH FLINT RIVER NEAR COLUMBIAVILLE,MI",mi,04080204,6,283,2.85,2019-05-10 09:45:00,2019-05-10 14:45:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04146063,NAD83,38,79.52,0,-83.3507814,43.1594706
4134,04147500,"FLINT RIVER NEAR OTISVILLE, MI",mi,04080204,6,641,5.78,2019-05-10 09:45:00,2019-05-10 14:45:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04147500,NAD83,64,83.03,0,-83.5193965,43.11113726
4135,04148140,"KEARSLEY CREEK NEAR DAVISON, MI",mi,04080204,6,145,5.97,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04148140,NAD83,52,81.21,10,-83.5813417,43.0336381
4136,04148295,"SWARTZ CREEK AT CLAUDE AVENUE AT FLINT, MI",mi,04080204,0,170,3.87,2019-05-10 09:45:00,2019-05-10 14:45:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04148295,NAD83,3,75,0,-83.7388461,42.9858609
4137,04148440,"THREAD CREEK NEAR FLINT, MI",mi,04080204,0,0,4.39,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04148440,NAD83,14,0,7,-83.6357867,42.9750275
4138,04148500,"FLINT RIVER NEAR FLINT, MI",mi,04080204,6,1190,5.62,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04148500,NAD83,85,81.89,13,-83.771626,43.03891625
4139,04150800,"CASS RIVER AT WAHJAMEGA, MI",mi,04080205,0,380,5.03,2019-05-10 09:15:00,1994-10-01 03:00:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04150800,NAD83,26,67.57,0,-83.4413428,43.45057745
4140,04151500,"CASS RIVER AT FRANKENMUTH, MI",mi,04080205,6,754,6.89,2019-05-10 09:45:00,2019-05-10 14:45:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04151500,NAD83,80,77.05,17,-83.7480196,43.3278021
4141,04152238,"SOUTH BRANCH TOBACCO RIVER NEAR BEAVERTON, MI",mi,04080201,6,343,6.77,2019-05-10 09:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04152238,NAD83,31,87.11,0,-84.545289,43.8669691
4142,04152500,"TOBACCO RIVER AT GLIDDEN ROAD AT BEAVERTON, MI",mi,04080201,7,1180,5.12,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04152500,NAD83,37,95.12,12,-84.4738977,43.8794687
4143,04154000,"CHIPPEWA RIVER NEAR MOUNT PLEASANT, MI",mi,04080202,7,816,5.1,2019-05-10 09:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04154000,NAD83,86,91.98,8,-84.70778969,43.62614048
4144,04155500,"PINE RIVER NEAR MIDLAND, MI",mi,04080202,7,740,3.95,2019-05-10 09:45:00,2019-05-10 14:45:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04155500,NAD83,71,90.4,12,-84.3691619,43.56447276
4145,04156000,"TITTABAWASSEE RIVER AT MIDLAND, MI",mi,04080201,6,4390,14.27,2019-05-10 09:45:00,2019-05-10 14:45:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04156000,NAD83,82,88.79,24,-84.2355439,43.59530477
4146,04157005,"SAGINAW RIVER AT HOLLAND AVENUE AT SAGINAW, MI",mi,04080206,0,8110,15.73,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04157005,NAD83,24,85.26,0,-83.951918,43.4219699
4147,04159010,"PIGEON RIVER NEAR CASEVILLE, MI",mi,04080103,0,107,4.72,2019-05-10 09:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04159010,NAD83,10,90.91,0,-83.2416231,43.9394586
4148,04159130,"ST. CLAIR RIVER AT PORT HURON, MI",mi,04090001,0,222000,580.27,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04159130,NAD83,6,85.71,0,-82.4246369,42.98697429
4149,04159492,"BLACK RIVER NEAR JEDDO, MI",mi,04090001,5,309,4.35,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04159492,NAD83,74,73.44,0,-82.6246474,43.15086
4150,04159900,"MILL CREEK NEAR AVOCA, MI",mi,04090001,5,113,2.31,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04159900,NAD83,43,70.83,0,-82.734649,43.0544713
4151,04160600,"BELLE RIVER AT MEMPHIS, MI",mi,04090001,6,202,2.56,2019-05-10 09:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04160600,NAD83,55,81.51,0,-82.7690914,42.9008622
4152,04160900,"CLINTON RIVER NEAR DRAYTON PLAINS, MI",mi,04090003,0,41,0, ,2009-10-01 04:45:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04160900,NAD83,50,33.58,0,-83.3902164,42.6603092
4153,04161000,"CLINTON RIVER AT AUBURN HILLS, MI",mi,04090003,7,294,2.47,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04161000,NAD83,47,97.03,0,-83.2243782,42.63336646
4154,04161540,"PAINT CREEK AT ROCHESTER, MI",mi,04090003,6,139,2.57,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04161540,NAD83,58,86.06,0,-83.1429886,42.68836558
4155,04161580,"STONY CREEK NEAR ROMEO, MI",mi,04090003,0,12.6,0, ,2014-01-22 04:45:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04161580,NAD83,49,43.16,0,-83.0902121,42.8008637
4156,04161790,"STONY LAKE NEAR WASHINGTON, MI",mi,04090003,0,0,6.7,2014-01-30 23:00:00,2014-01-31 04:00:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04161790,NAD83,0,0,0,-83.0874322,42.71669836
4157,04161820,"CLINTON RIVER AT STERLING HEIGHTS, MI",mi,04090003,0,638,10.25,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04161820,NAD83,23,83.74,0,-83.02659329,42.6144781
4158,04163400,"PLUM BROOK AT UTICA, MI",mi,04090003,6,66.8,3.97,2019-05-10 09:45:00,2019-05-10 14:45:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04163400,NAD83,51,88.3,0,-83.0713165,42.60142277
4159,04164000,"CLINTON RIVER NEAR FRASER, MI",mi,04090003,6,1030,9.93,2019-05-10 09:30:00,2019-05-10 14:30:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04164000,NAD83,70,86.43,16,-82.951589,42.57781225
4160,04164100,"EAST POND CREEK AT ROMEO, MI",mi,04090003,7,44.1,2.07,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04164100,NAD83,59,94.56,0,-83.0202102,42.82252996
4161,04164300,"EAST BRANCH COON CREEK AT ARMADA, MI",mi,04090003,0,0.54,2.15,2019-05-10 09:00:00,2009-10-01 04:45:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04164300,NAD83,59,1.67,0,-82.8849278,42.84586297
4162,04164500,"NORTH BRANCH CLINTON RIVER NEAR MT. CLEMENS, MI",mi,04090003,6,443,8.25,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04164500,NAD83,70,86.86,15,-82.8888104,42.62920008
4163,04164800,"MIDDLE BRANCH CLINTON RIVER AT MACOMB, MI",mi,04090003,0,94.3,6.95,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04164800,NAD83,23,88.94,0,-82.959094,42.7064207
4164,04165500,"CLINTON RIVER AT MORAVIAN DRIVE AT MT. CLEMENS, MI",mi,04090003,6,1690,8.44,2019-05-10 09:42:00,2019-05-10 14:42:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04165500,NAD83,84,89.77,16,-82.90881,42.5958674
4165,04165710,"DETROIT RIVER AT FORT WAYNE AT DETROIT, MI",mi,04090004,0,248000,575.89,2019-05-10 09:48:00,2019-05-10 14:48:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04165710,NAD83,6,85.71,0,-83.0926997,42.2980939
4166,04166000,"RIVER ROUGE AT BIRMINGHAM, MI",mi,04090004,7,79.4,2.51,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04166000,NAD83,67,90.24,5.5,-83.2235418,42.5458678
4167,04166100,"RIVER ROUGE AT SOUTHFIELD, MI",mi,04090004,6,234,7.05,2019-05-10 09:45:00,2019-05-10 14:45:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04166100,NAD83,60,84.98,12,-83.29743079,42.4475356
4168,04166300,"UPPER RIVER ROUGE AT FARMINGTON, MI",mi,04090004,6,38.4,3.38,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04166300,NAD83,60,83.54,0,-83.369655,42.46447955
4169,04166500,"RIVER ROUGE AT DETROIT, MI",mi,04090004,6,329,7.98,2019-05-10 09:45:00,2019-05-10 14:45:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04166500,NAD83,87,83.76,15,-83.2546513,42.3730923
4170,04167000,"MIDDLE RIVER ROUGE NEAR GARDEN CITY, MI",mi,04090004,6,160,4.63,2019-05-10 09:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04167000,NAD83,67,76.83,10,-83.31159728,42.34809259
4171,04167150,"MIDDLE RIVER ROUGE AT DEARBORN HEIGHTS, MI",mi,04090004,0,808,0, ,2016-09-30 04:45:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04167150,NAD83,12,92.31,0,-83.2479841,42.3305929
4172,04168000,"LOWER RIVER ROUGE AT INKSTER, MI",mi,04090004,0,0,0, ,2016-10-11 14:15:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04168000,NAD83,69,56.31,10,-83.3002078,42.30059329
4173,04168400,"LOWER RIVER ROUGE AT DEARBORN, MI",mi,04090004,0,166,4.47,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04168400,NAD83,14,74.31,11,-83.2527063,42.30837099
4174,04168580,"ECORSE RIVER AT DEARBORN HEIGHTS, MI",mi,04090004,0,10.6,2.73,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04168580,NAD83,15,80.02,0,-83.28965169,42.2694826
4175,04170000,"HURON RIVER AT MILFORD, MI",mi,04090005,7,300,6.8,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04170000,NAD83,66,96.34,0,-83.62660809,42.57892089
4176,04172000,"HURON RIVER NEAR HAMBURG, MI",mi,04090005,7,693,6.02,2019-05-10 09:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04172000,NAD83,66,97.25,6.5,-83.799943,42.4653119
4177,04173500,"MILL CREEK NEAR DEXTER, MI",mi,04090005,6,189,7.62,2019-05-10 09:45:00,2019-05-10 14:45:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04173500,NAD83,54,83.48,12,-83.8982774,42.30031476
4178,04174490,"ALLEN CREEK AT MOUTH AT ANN ARBOR, MI",mi,04090005,0,5.5,3.25,2019-05-10 08:55:00,2019-05-10 13:55:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04174490,NAD83,6,52.13,0,-83.7461111,42.2897222
4179,04174500,"HURON RIVER AT ANN ARBOR, MI",mi,04090005,7,1430,14.01,2019-05-10 09:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04174500,NAD83,102,95.97,16,-83.7338296,42.28698238
4180,04174514,"MALLETTS CREEK AT DOYLE PARK AT ANN ARBOR, MI",mi,04090005,0,1.45,0, ,2014-10-01 04:45:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04174514,NAD83,5,16.67,0,-83.7102178,42.24253888
4181,04174518,"MALLETTS CREEK AT ANN ARBOR, MI",mi,04090005,0,8.3,3.35,2019-05-10 09:30:00,2019-05-10 14:30:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04174518,NAD83,19,50.73,0,-83.688273,42.2647606
4182,04175600,"RIVER RAISIN NEAR MANCHESTER, MI",mi,04100002,7,260,4.81,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04175600,NAD83,45,96.91,0,-84.0760575,42.1680947
4183,04176000,"RIVER RAISIN NEAR ADRIAN, MI",mi,04100002,7,869,8.91,2019-05-10 09:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04176000,NAD83,58,91.08,18,-83.98077629,41.9047691
4184,04176400,"SALINE RIVER NEAR SALINE, MI",mi,04100002,0,127,6.26,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04176400,NAD83,15,80.63,0,-83.7757737,42.13031915
4185,04176500,"RIVER RAISIN NEAR MONROE, MI",mi,04100002,6,1750,4.8,2019-05-10 08:45:00,2019-05-10 13:45:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04176500,NAD83,80,84.36,0,-83.53104619,41.9606008
4186,04176605,"OTTER CREEK AT LA SALLE, MI",mi,04100001,0,0.99,0, ,2009-10-01 04:45:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04176605,NAD83,24,4,0,-83.4535445,41.86699035
4187,04177000,"Ottawa River at University of Toledo, Toledo OH",oh,04100001,6,194,4.8,2019-05-10 10:30:00,2019-05-10 14:30:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=04177000,NAD83,45,83.37,14.5,-83.6125472,41.65968056
4188,04177080,"E BR ST JOSEPH R AT TERRITORIAL RD NR WALDRON, MI",mi,04100003,0,161,5.7,2019-05-10 08:45:00,2019-05-10 13:45:00,https://waterdata.usgs.gov/mi/nwis/uv?site_no=04177080,NAD83,0,0,0,-84.4907818,41.7094948
4189,04177266,"WEST BRANCH ST. JOSEPH RIVER NR NETTLE LAKE, OH",oh,04100003,0,232,6.24,2019-05-10 08:45:00,2019-05-10 13:45:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=04177266,NAD83,0,0,0,-84.6699534,41.68338335
4190,04177700,"HAMILTON LAKE AT HAMILTON, IN",in,04100003,0,0,8.75,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/in/nwis/uv?site_no=04177700,NAD83,0,0,0,-84.9124618,41.5361616
4191,04177720,"FISH CREEK AT HAMILTON, IN",in,04100003,7,59.2,4.56,2019-05-10 09:45:00,2019-05-10 14:45:00,https://waterdata.usgs.gov/in/nwis/uv?site_no=04177720,NAD83,48,90.17,9,-84.9035726,41.53227275
4192,04178000,St Joseph River near Newville IN,oh,04100003,7,1450,10.28,2019-05-10 10:30:00,2019-05-10 14:30:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=04178000,NAD83,71,91.87,12,-84.8016259,41.38560609
4193,04179520,"CEDAR CREEK AT 18TH STREET AT AUBURN, IN",in,04100003,0,115,3.46,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/in/nwis/uv?site_no=04179520,NAD83,15,78.48,9,-85.049135,41.36004985
4194,04180000,"CEDAR CREEK NEAR CEDARVILLE, IN",in,04100003,6,422,2.81,2019-05-10 09:30:00,2019-05-10 14:30:00,https://waterdata.usgs.gov/in/nwis/uv?site_no=04180000,NAD83,71,87.63,18,-85.0763589,41.218938
4195,04180500,"ST. JOSEPH RIVER NEAR FORT WAYNE, IN",in,04100003,7,2550,5.29,2019-05-10 09:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/in/nwis/uv?site_no=04180500,NAD83,33,91.68,12,-85.0740833,41.16738889
4196,04180610,"ST. JOSEPH R AT PARNELL AV AT FORT WAYNE, IN",in,04100003,0,2490,9.98,2019-05-10 09:45:00,2019-05-10 14:45:00,https://waterdata.usgs.gov/in/nwis/uv?site_no=04180610,NAD83,0,0,0,-85.12563889,41.10888889
4197,04180988,St. Marys River at Rockford OH,oh,04100004,0,227,4.01,2019-05-10 10:40:00,2019-05-10 14:40:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=04180988,NAD83,12,58.09,13,-84.6466254,40.69476968
4198,04181049,St Marys River at Walcot Street at Willshire OH,oh,04100004,0,439,3.9,2019-05-10 10:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=04181049,NAD83,1,0,0,-84.7891667,40.74888889
4199,04181120,"ST. MARYS RIVER AT PLEASANT MILLS, IN",in,04100004,0,611,7.56,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/in/nwis/uv?site_no=04181120,NAD83,0,0,0,-84.8423611,40.77944444
4200,04181500,"ST. MARYS RIVER AT DECATUR, IN",in,04100004,7,1770,11.74,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/in/nwis/uv?site_no=04181500,NAD83,70,95.13,17,-84.9377441,40.84810299
4201,04181635,"GERKE DITCH NEAR DECATUR, IN",in,04100004,0,0,8.59,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/in/nwis/uv?site_no=04181635,NAD83,0,0,0,-84.9191667,40.8745
4202,04181755,"NICKELSEN CREEK NEAR DECATUR, IN",in,04100004,0,0,11.92,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/in/nwis/uv?site_no=04181755,NAD83,0,0,0,-85.04838889,40.9040833
4203,04182000,"ST. MARYS RIVER NEAR FORT WAYNE, IN",in,04100004,7,2460,7.66,2019-05-10 09:30:00,2019-05-10 14:30:00,https://waterdata.usgs.gov/in/nwis/uv?site_no=04182000,NAD83,86,93.79,14,-85.111914,40.9878257
4204,04182755,"JUNK DITCH AT FORT WAYNE, IN",in,04100004,0,33.5,4.39,2019-05-10 09:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/in/nwis/uv?site_no=04182755,NAD83,4,80,0,-85.1852778,41.06027778
4205,04182769,"ST. MARYS RIVER AT MAIN ST. AT FORT WAYNE, IN",in,04100004,0,1500,10.42,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/in/nwis/uv?site_no=04182769,NAD83,6,84.81,0,-85.1544155,41.0786593
4206,04182808,"SPY RUN CREEK NEAR PARK DRIVE AT FORT WAYNE, IN",in,04100004,0,25.9,7.18,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/in/nwis/uv?site_no=04182808,NAD83,9,74.6,11,-85.157749,41.1047705
4207,04182830,"MAUMEE RIVER AT COLUMBIA ST AT FORT WAYNE, IN",in,04100005,0,0,14.65,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/in/nwis/uv?site_no=04182830,NAD83,0,0,0,-85.1322222,41.08194444
4208,04182900,"MAUMEE RIVER AT FORT WAYNE, IN",in,04100005,0,4190,8.17,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/in/nwis/uv?site_no=04182900,NAD83,5,83.33,17,-85.115248,41.0825483
4209,04182950,"MAUMEE RIVER AT COLISEUM BLVD AT FORT WAYNE, IN",in,04100005,0,3930,9.35,2019-05-10 09:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/in/nwis/uv?site_no=04182950,NAD83,14,85.61,17,-85.0874696,41.0797706
4210,04183000,"MAUMEE RIVER AT NEW HAVEN, IN",in,04100005,7,3670,8.98,2019-05-10 09:30:00,2019-05-10 14:30:00,https://waterdata.usgs.gov/in/nwis/uv?site_no=04183000,NAD83,61,90.64,17,-85.0221904,41.08504866
4211,04183038,"BLACK CREEK NEAR HARLAN, IN",in,04100005,0,29.7,2.85,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/in/nwis/uv?site_no=04183038,NAD83,2,56.93,0,-84.8696944,41.1830833
4212,04183105,"MAUMEE RIVER AT SR 101 NEAR WOODBURN, IN",in,04100005,0,0,10.32,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/in/nwis/uv?site_no=04183105,NAD83,0,0,0,-84.8491667,41.16977778
4213,04183500,Maumee River at Antwerp OH,oh,04100005,6,4010,11.89,2019-05-10 10:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=04183500,NAD83,61,87.84,0,-84.7444033,41.19893889
4214,04183979,Platter Creek near Sherwood OH,oh,04100005,0,8.39,1.84,2019-05-10 10:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=04183979,NAD83,0,0,0,-84.5919444,41.26694444
4215,04184500,Bean Creek at Powers OH,oh,04100006,6,392,10.45,2019-05-10 10:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/oh/nwis/uv?site_no=04184500,NAD83,58,84.67,15,-84.2491148,41.6594951
